Name,Population,Latitude,Longitude
Batanes,18831.00,20.4485,121.9708
Cagayan,1268603.00,18.249,121.8788
Isabela,1697050.00,16.9754,121.8107
Nueva Vizcaya,497432.00,16.3301,121.171
Quirino,203828.00,16.27,121.537
