Name,Population,Latitude,Longitude
Aurora,235750.00,16.0774,121.7693
Bataan,853373.00,14.6417,120.4818
Bulacan,3708890.00,14.9968,121.171
Nueva Ecija,2310134.00,15.5784,121.1113
Pampanga,2437709.00,15.0794,120.62
Angeles City,462928.00,15.145,120.5887
Tarlac,1503456.00,15.4755,120.5963
Zambales,649615.00,15.5082,119.9698
