Name,Population,Latitude,Longitude
Cotabato,1490618.00,7.2047,124.231
Sarangani,558946.00,5.9267,124.9948
South Cotabato,975476.00,6.3358,124.7741
General Santos,697315.00,6.1164,125.1716
Sultan Kudarat,854052.00,6.5069,124.4198
Cotabato City,325079.00,7.21666667,124.25
