Name,Population,Latitude,Longitude
Ilocos Norte,609588.00,18.1647,120.7116
Ilocos Sur,706009.00,17.2279,120.574
La Union,822352.00,16.6159,120.3209
Pangasinan,3163190.00,15.8949,120.2863
