Name,Population,Latitude,Longitude
Albay,1374768.00,13.1775,123.528
Camarines Norte,629699.00,14.139,122.7633
Camarines Sur,2068244.00,13.525,123.3486
Catanduanes,271879.00,13.7089,124.2422
Masbate,908920.00,12.306,123.5589
Sorsogon,828655.00,12.9927,124.0147
